TSI NanoScan SMPS Model 3910
Mode,Scan
Serial Number,3910161901
Last Calibrated,2022/03/15


dN (#/cm3)

File Index,Sample #,Date Time,11.5,15.4,20.5,27.4,36.5,48.7,64.9,86.6,115.5,154.0,205.4,273.8,365.2,Total Conc,Median (nm),Mean (nm),Geo Mean (nm),Mode (nm),GSD,Particle Density (g/cc),Firmware Version,Status
1,26,2023/2/2 11:42:37,1.2066e+5,2.0337e+5,1.5808e+5,2.0168e+5,3.3305e+5,4.9870e+5,6.0546e+5,5.6943e+5,3.5490e+5,7.9530e+4,0.0000,0.0000,0.0000,312.4871,58.2848,61.3145,50.9903,64.9382,1.9220,1.2000,1.4,No errors
1,27,2023/2/2 11:43:37,1.2649e+5,1.2467e+5,8.1195e+4,3.2019e+5,4.6257e+5,5.1337e+5,5.1974e+5,5.1536e+5,4.1091e+5,1.8915e+5,0.0000,0.0000,0.0000,326.3636,56.9391,64.5490,53.4786,64.9382,1.9135,1.2000,1.4,No errors
1,28,2023/2/2 11:44:37,1.1489e+5,1.1043e+5,1.4296e+5,3.5509e+5,4.0419e+5,3.9038e+5,4.1302e+5,4.8335e+5,4.3754e+5,2.3102e+5,0.0000,0.0000,0.0000,308.2863,57.8955,66.2486,53.7475,86.5964,1.9801,1.2000,1.4,No errors
1,29,2023/2/2 11:45:37,8.8506e+4,1.7096e+5,1.2758e+5,1.2945e+5,3.2357e+5,5.4237e+5,6.2418e+5,4.9526e+5,2.6766e+5,6.2529e+4,0.0000,0.0000,0.0000,283.2075,57.8372,60.7349,51.6334,64.9382,1.8455,1.2000,1.4,No errors
1,30,2023/2/2 11:46:37,1.2442e+5,1.2777e+5,1.1290e+5,2.9896e+5,4.1862e+5,4.5602e+5,4.4401e+5,4.1122e+5,3.1448e+5,1.4992e+5,0.0000,0.0000,0.0000,285.8299,53.4042,61.3117,50.2973,48.6968,1.9364,1.2000,1.4,No errors
1,31,2023/2/2 11:47:37,1.6281e+5,1.3484e+5,0.0000,2.8845e+5,4.6592e+5,4.9412e+5,4.4615e+5,4.2307e+5,3.6717e+5,2.2141e+5,3.0875e+4,0.0000,0.0000,303.4804,55.9910,66.3552,53.7323,48.6968,1.9862,1.2000,1.4,No errors
1,32,2023/2/2 11:48:37,1.0640e+5,1.8048e+5,1.8354e+5,3.0999e+5,4.0530e+5,4.8679e+5,5.4885e+5,5.5468e+5,4.1407e+5,1.6650e+5,0.0000,0.0000,0.0000,335.6584,57.0176,63.1298,51.8717,86.5964,1.9417,1.2000,1.4,No errors
1,33,2023/2/2 11:49:37,1.0209e+5,1.3780e+5,1.4670e+5,3.2372e+5,3.8869e+5,4.1609e+5,4.5908e+5,5.0591e+5,4.0693e+5,1.6400e+5,0.0000,0.0000,0.0000,305.0999,57.2476,64.0781,52.5628,86.5964,1.9456,1.2000,1.4,Filling reservoir
1,34,2023/2/2 11:50:37,1.0488e+5,1.1864e+5,1.1792e+5,3.3387e+5,4.1874e+5,4.2111e+5,4.1983e+5,4.5073e+5,4.0788e+5,2.3582e+5,1.3310e+4,0.0000,0.0000,304.2714,57.0978,66.6653,54.1166,86.5964,1.9716,1.2000,1.4,Filling reservoir
1,35,2023/2/2 11:51:37,2.2097e+4,9.0090e+4,1.9526e+5,2.6085e+5,3.9396e+5,5.4050e+5,6.0937e+5,5.2349e+5,3.0236e+5,4.9922e+4,0.0000,0.0000,0.0000,298.7890,56.5858,60.5809,52.5515,64.9382,1.7460,1.2000,1.4,No errors
1,36,2023/2/2 11:52:37,6.5295e+4,1.6095e+5,1.8484e+5,3.0627e+5,4.1939e+5,4.9440e+5,5.1200e+5,4.6272e+5,3.4261e+5,1.5399e+5,0.0000,0.0000,0.0000,310.2450,54.5205,61.6933,51.1249,64.9382,1.8964,1.2000,1.4,No errors
1,37,2023/2/2 11:53:37,9.6887e+4,1.4285e+5,1.7120e+5,2.8704e+5,4.9302e+5,6.1166e+5,5.5851e+5,3.5484e+5,1.5267e+5,4.3136e+4,1.2364e+4,1.6138e+4,6171.0000,294.6473,49.1643,55.3083,46.2129,48.6968,1.8316,1.2000,1.4,No errors
1,38,2023/2/2 11:54:37,1.1580e+5,1.6039e+5,1.1904e+5,2.7102e+5,4.3874e+5,5.2503e+5,5.0577e+5,4.1118e+5,2.9177e+5,1.5271e+5,1.2960e+4,0.0000,0.0000,300.4394,53.3580,61.1047,50.2158,48.6968,1.9254,1.2000,1.4,No errors
1,39,2023/2/2 11:55:37,1.0537e+5,1.2621e+5,1.9519e+5,3.8616e+5,4.1288e+5,3.9890e+5,4.3677e+5,5.1243e+5,4.4030e+5,2.0028e+5,0.0000,0.0000,0.0000,321.4483,56.1954,64.2934,52.2251,86.5964,1.9697,1.2000,1.4,No errors
1,40,2023/2/2 11:56:37,1.2202e+5,1.6277e+5,1.7166e+5,3.1916e+5,4.1370e+5,4.7146e+5,5.1138e+5,5.1643e+5,4.1036e+5,1.9150e+5,0.0000,0.0000,0.0000,329.0423,56.3488,63.5333,51.8312,86.5964,1.9630,1.2000,1.4,No errors
1,41,2023/2/2 11:57:37,1.5719e+5,1.4230e+5,1.1884e+5,2.7103e+5,4.0551e+5,5.1992e+5,5.9782e+5,5.9175e+5,3.9665e+5,1.0270e+5,0.0000,0.0000,0.0000,330.3698,57.9924,62.2573,51.8621,64.9382,1.9132,1.2000,1.4,No errors
1,42,2023/2/2 11:58:37,8.5410e+4,1.3858e+5,2.2966e+5,4.5089e+5,3.8706e+5,2.7230e+5,2.9724e+5,4.7914e+5,5.4278e+5,3.5776e+5,5.0809e+4,0.0000,0.0000,329.1622,62.0398,71.8725,56.0570,115.4782,2.1016,1.2000,1.4,No errors
1,43,2023/2/2 11:59:37,8.8007e+4,1.8121e+5,2.4977e+5,3.3408e+5,3.7207e+5,4.0604e+5,4.4475e+5,4.4526e+5,3.2696e+5,1.2457e+5,0.0000,0.0000,0.0000,297.2717,51.7489,59.1453,48.0410,86.5964,1.9584,1.2000,1.4,No errors
1,44,2023/2/2 12:00:37,1.8474e+5,2.1974e+5,1.8567e+5,3.2631e+5,3.8040e+5,4.1043e+5,4.6640e+5,5.2162e+5,4.3047e+5,1.9015e+5,0.0000,0.0000,0.0000,331.5932,55.1099,62.3032,49.4163,86.5964,2.0616,1.2000,1.4,No errors
1,45,2023/2/2 12:01:38,8.0856e+4,9.0209e+4,1.8259e+5,3.7456e+5,4.0744e+5,3.8653e+5,4.0565e+5,4.6578e+5,4.2208e+5,2.2755e+5,0.0000,0.0000,0.0000,304.3243,56.7968,65.8803,53.7514,86.5964,1.9492,1.2000,1.4,No errors
1,46,2023/2/2 12:02:37,5.5676e+4,2.1306e+5,2.8877e+5,4.4146e+5,4.8006e+5,4.6214e+5,4.3611e+5,4.1508e+5,3.1096e+5,1.3234e+5,0.0000,0.0000,0.0000,323.5653,46.8751,56.4124,46.0370,36.5174,1.9168,1.2000,1.4,No errors
1,47,2023/2/2 12:03:38,3.2114e+4,2.2937e+5,3.4364e+5,3.9321e+5,4.7862e+5,5.3052e+5,4.9092e+5,3.4436e+5,1.7173e+5,3.8698e+4,0.0000,0.0000,0.0000,305.3174,43.9367,49.9577,42.1784,48.6968,1.8065,1.2000,1.4,No errors
1,48,2023/2/2 12:04:37,8.2504e+4,2.5397e+5,3.2354e+5,4.1945e+5,5.1091e+5,5.3704e+5,4.7913e+5,3.5301e+5,2.1701e+5,1.0038e+5,1.3342e+4,0.0000,0.0000,329.0292,44.0563,52.5012,42.9166,48.6968,1.9005,1.2000,1.4,No errors
1,49,2023/2/2 12:05:38,1.0602e+5,2.3019e+5,2.6710e+5,4.2967e+5,5.5875e+5,5.8648e+5,5.1194e+5,3.7626e+5,2.2195e+5,7.7390e+4,0.0000,0.0000,0.0000,336.5755,44.8154,51.8038,43.0900,48.6968,1.8605,1.2000,1.4,No errors
1,50,2023/2/2 12:06:38,6.2604e+4,2.0759e+5,3.7047e+5,5.5505e+5,4.9774e+5,4.1733e+5,4.4499e+5,5.5022e+5,4.7453e+5,1.9090e+5,0.0000,0.0000,0.0000,377.1424,49.1536,59.9149,48.2159,27.3842,1.9692,1.2000,1.4,No errors
1,51,2023/2/2 12:07:38,1.1341e+4,2.1814e+5,4.3671e+5,7.0607e+5,6.1834e+5,4.4216e+5,3.8747e+5,4.9346e+5,4.8772e+5,2.5636e+5,0.0000,0.0000,0.0000,405.7759,43.8375,59.0465,47.3114,27.3842,1.9534,1.2000,1.4,No errors
1,52,2023/2/2 12:08:38,8.9006e+4,1.9313e+5,2.7158e+5,6.4734e+5,6.5412e+5,4.8311e+5,3.6390e+5,4.1888e+5,4.0654e+5,2.1448e+5,0.0000,0.0000,0.0000,374.2080,43.0737,57.3471,46.1375,36.5174,1.9453,1.2000,1.4,Filling reservoir
1,53,2023/2/2 12:09:38,7.1955e+4,1.4642e+5,3.4314e+5,6.8561e+5,6.1720e+5,4.2374e+5,3.5921e+5,4.8516e+5,4.7300e+5,2.3560e+5,0.0000,0.0000,0.0000,384.1047,44.4914,59.4428,47.7129,27.3842,1.9569,1.2000,1.4,Filling reservoir
1,54,2023/2/2 12:10:38,1361.0000,2.8088e+5,5.3523e+5,7.1229e+5,6.3019e+5,4.6779e+5,3.6824e+5,3.6528e+5,3.1701e+5,1.6467e+5,0.0000,0.0000,0.0000,384.2946,38.5744,51.5596,41.6648,27.3842,1.8969,1.2000,1.4,No errors
1,55,2023/2/2 12:11:38,1.1441e+5,3.3386e+5,3.9995e+5,6.4234e+5,6.3006e+5,4.8042e+5,3.5048e+5,3.3342e+5,2.9320e+5,1.5676e+5,0.0000,0.0000,0.0000,373.4880,38.3252,50.4162,40.1693,27.3842,1.9517,1.2000,1.4,No errors
1,56,2023/2/2 12:12:38,1.4652e+5,3.6086e+5,5.9400e+5,1.3025e+6,1.3384e+6,9.6213e+5,5.9491e+5,5.3559e+5,4.9004e+5,2.8132e+5,9703.0000,0.0000,0.0000,661.5952,39.1493,51.0520,41.6529,36.5174,1.8697,1.2000,1.4,No errors
1,57,2023/2/2 12:13:38,0.0000,2.8141e+5,8.7971e+5,9.6687e+5,8.0324e+5,6.6446e+5,6.4302e+5,6.3729e+5,4.7486e+5,1.8531e+5,0.0000,0.0000,0.0000,553.6150,40.4427,52.5419,42.9435,27.3842,1.8763,1.2000,1.4,No errors
1,58,2023/2/2 12:14:38,677.0000,2.5913e+5,5.2221e+5,8.8820e+5,8.5476e+5,6.1164e+5,3.9538e+5,3.5357e+5,3.2668e+5,2.0439e+5,3.2526e+4,0.0000,0.0000,444.9159,38.8621,52.1928,42.3053,27.3842,1.8699,1.2000,1.4,No errors
1,59,2023/2/2 12:15:38,8.3775e+4,2.5289e+5,4.3091e+5,7.8891e+5,7.7403e+5,5.4702e+5,3.4351e+5,3.1338e+5,2.9759e+5,1.9503e+5,4.9333e+4,0.0000,0.0000,407.6370,38.5825,52.5444,41.7342,27.3842,1.9340,1.2000,1.4,No errors
1,60,2023/2/2 12:16:39,1.1451e+5,2.7847e+5,3.7126e+5,5.7777e+5,5.6445e+5,4.8798e+5,4.6903e+5,5.1614e+5,4.1736e+5,1.6552e+5,0.0000,0.0000,0.0000,396.2483,44.7849,56.0936,44.9418,27.3842,1.9753,1.2000,1.4,No errors
1,61,2023/2/2 12:17:38,1.2893e+5,3.3849e+5,5.3483e+5,8.0236e+5,7.5153e+5,5.4719e+5,3.8925e+5,3.6418e+5,3.1434e+5,1.6888e+5,0.0000,0.0000,0.0000,433.9976,37.1317,49.0478,39.3248,27.3842,1.9229,1.2000,1.4,No errors

